Sender,Sender_ID,ProductionDate,DeliveryDate,ArrivalDate,Load_Port,LoadPort_Term,Disch_Port,DischPort_Term,Units,Cargo_Segment,BrandName,Model,L_m,Width_m,Height_m,Weight,CBM,Booking,GateIn,CreatedBy,Ref
Kia Customer,CQRBEIIA7G,,2025-01-11,2025-01-11,Nhava Sheva,Mundra,Antwerp,Jakarta,2,Car,Kia,Seltos,3.96,1.63,1.63,1707,,BKG-935569,,system,RFXHN5A5W9
Kia Customer,CHL5ZL0KGS,,2025-05-23,2025-05-23,Chennai,Nhava Sheva,Antwerp,Antwerp,3,LCV,Kia,Seltos,3.87,1.59,1.59,1401,,BKG-678575,,user_a,R9QT9HGYR9
Kia Customer,CXLBL9SA86,,,,Mumbai,Mundra,Jebel Ali,Antwerp,2,LCV,Kia,Carens,,,,,13.2,BKG-211033,,system,R3OKQFC6O8
Kia Customer,CXOW7NSZA2,,,,Chennai,Mumbai,Colombo,Jebel Ali,2,Car,Kia,Sonet,,,,1985,13.84,BKG-806481,,user_a,R4KDTE0M89
Kia Customer,CQLOLDA6NY,2024-07-07,2024-06-10,2024-06-10,Mundra,Chennai,Jebel Ali,Singapore,4,LCV,Kia,Carens,4.37,1.75,1.75,1715,,BKG-595705,2025-12-21 07:18,user_b,R401CGEH3X
Kia Customer,CFBHNTIUWM,2024-02-06,2025-04-20,2025-04-20,Mumbai,Terminal-5,Singapore,Durban,4,Car,Kia,Seltos,4.94,1.82,1.82,1285,,BKG-566493,,system,ROWZGVN54O
Kia Customer,C6FATLY4W3,,2024-07-21,2024-07-21,Mumbai,Mundra,Jebel Ali,Singapore,1,Car,Kia,Seltos,,,,1942,16.24,BKG-002921,2024-03-27 18:45,system,RZWVIHW991
Kia Customer,CD4FUXAZK8,2024-06-23,,2024-06-23,Mundra,Mumbai,Colombo,Durban,2,LCV,Kia,Sonet,,,,1008,,BKG-982077,,user_b,RXIIDR90RX
Kia Customer,CVELM5TSDP,,,,Mundra,Mumbai,Durban,Durban,3,LCV,Kia,Sonet,,,,1225,12.93,BKG-482481,,system,R153X7S445
Kia Customer,C1N6WVOFVD,,2024-05-14,2024-05-14,Mundra,Chennai,Jebel Ali,Singapore,4,Car,Kia,Seltos,4.29,1.81,1.81,1008,,BKG-838310,,user_a,RTWU5SYQDC
Kia Customer,CX1ZR99TGS,,,,Mumbai,Chennai,Durban,Jebel Ali,2,SUV,Kia,Seltos,,,,1808,13.98,BKG-688322,2025-01-25 18:29,system,R2UHU4AADQ
Kia Customer,CHBA14CAZD,,2025-11-13,2025-11-13,Nhava Sheva,Terminal-3,Jakarta,Antwerp,2,LCV,Kia,Seltos,,,,1212,8.09,BKG-995135,,user_b,RDOOF2JJLP
Kia Customer,CA8CAXJYKD,,,,Chennai,Nhava Sheva,Singapore,Durban,1,LCV,Kia,Seltos,4.19,1.51,1.51,1401,,BKG-848924,2025-07-12 11:50,user_a,RSJZ1B2R27
Kia Customer,C4YDPOPDQ2,,2024-12-20,2024-12-20,Mumbai,Terminal-2,Durban,Jebel Ali,1,LCV,Kia,Sonet,,,,1225,,BKG-355754,,user_a,RGZMMPMZ69
Kia Customer,CCP1YS813H,2025-06-12,,2025-06-12,Chennai,Mumbai,Jakarta,Durban,2,Car,Kia,Sonet,,,,1528,18.46,BKG-816029,,system,RUKBR3PT47
Kia Customer,C4QRY3VVVF,,2024-01-01,2024-01-01,Nhava Sheva,Nhava Sheva,Jebel Ali,Jakarta,1,LCV,Kia,Seltos,,,,986,,BKG-795158,,user_a,REV8CZNQ85
Kia Customer,C4ZWQT0YJY,,2024-04-11,2024-04-11,Mundra,Terminal-4,Colombo,Colombo,4,SUV,Kia,Sonet,3.78,1.86,1.86,1368,,BKG-904285,,user_a,RSVNAIU7HQ
Kia Customer,C4324H90T1,2024-09-03,,2024-09-03,Mumbai,Mumbai,Colombo,Singapore,4,LCV,Kia,Sonet,,,,,,BKG-778914,2024-08-20 07:03,system,RL1LXK68GC
Kia Customer,CXC6UAWZZV,2025-04-16,,2025-04-16,Mundra,Mundra,Durban,Antwerp,3,Car,Kia,Carens,,,,1692,19.5,BKG-007371,,system,RC90VFAQ6V
Kia Customer,CYB606RP26,2025-03-12,,2025-03-12,Chennai,Chennai,Colombo,Jebel Ali,2,LCV,Kia,Sonet,,,,1425,17.65,BKG-273412,,user_b,R08XGYH6K9
Kia Customer,C7NTHGE1SF,,2025-09-18,2025-09-18,Mumbai,Mundra,Colombo,Terminal-4,3,LCV,Kia,Sonet,,,,1886,13.59,BKG-375320,,user_a,REUJTEXY8D
Kia Customer,CROJWJURRK,2025-07-17,,2025-07-17,Nhava Sheva,Mumbai,Jakarta,Antwerp,1,Car,Kia,Sonet,,,,1904,16.0,BKG-058991,,system,R5YSSNY20G
Kia Customer,CH1LTOLEIE,2024-03-12,,2024-03-12,Mundra,Mumbai,Jebel Ali,Durban,4,LCV,Kia,Sonet,3.55,1.56,1.56,1995,,BKG-077647,,user_a,R432DA1MIO
Kia Customer,CNCE98NFX0,,,,Mundra,Mundra,Jebel Ali,Antwerp,2,Car,Kia,Seltos,,,,1756,,BKG-081870,,system,RF0VBZ9J9L
Kia Customer,CG9ZC2WOU0,2025-09-12,,2025-09-12,Mundra,Mundra,Singapore,Antwerp,3,SUV,Kia,Seltos,4.23,1.72,1.72,,,BKG-684194,,user_a,RPR6GBF6OV
Kia Customer,C93F4KZL67,2025-04-23,2025-06-21,2025-06-21,Nhava Sheva,Terminal-3,Antwerp,Terminal-2,1,Car,Kia,Seltos,4.97,1.7,1.7,,,BKG-767609,,user_b,RUBSYFB8CX
Kia Customer,CBKDNL9RAT,2025-06-05,,2025-06-05,Nhava Sheva,Chennai,Durban,Jebel Ali,1,Car,Kia,Sonet,,,,,,BKG-194428,,system,RFQJTP9H13
Kia Customer,CI0TTCP01V,,2025-03-21,2025-03-21,Nhava Sheva,Chennai,Jebel Ali,Terminal-1,2,SUV,Kia,Sonet,,,,,10.78,BKG-935616,,user_a,RTJE1LAO6Q
Kia Customer,CX8CID3YOS,2024-11-03,2025-04-25,2025-04-25,Nhava Sheva,Nhava Sheva,Durban,Jebel Ali,4,SUV,Kia,Sonet,,,,1519,,BKG-374299,,user_b,RHDAUGMYSR
Kia Customer,CLDAI237S4,2024-06-07,,2024-06-07,Mumbai,Mumbai,Colombo,Terminal-3,4,Car,Kia,Sonet,4.54,1.42,1.42,2005,,BKG-363707,,user_b,RWJ09IOGLA
Kia Customer,CB5G9MEGTI,2024-02-15,,2024-02-15,Mundra,Terminal-1,Singapore,Colombo,3,SUV,Kia,Seltos,,,,1147,,BKG-381882,,user_a,R336WDERU2
Kia Customer,CPBQ7EA3MF,2025-01-08,2025-04-18,2025-04-18,Mundra,Nhava Sheva,Jebel Ali,Singapore,1,LCV,Kia,Carens,,,,2087,16.83,BKG-638209,,user_b,R0PKTNOWXZ
Kia Customer,CA6AZH7PGS,2024-11-08,2024-01-09,2024-01-09,Nhava Sheva,Nhava Sheva,Colombo,Durban,2,Car,Kia,Seltos,,,,,,BKG-918966,2025-03-13 05:41,system,RZJBMERNTP
Kia Customer,CF0R1WWHKX,2024-05-05,2025-06-26,2025-06-26,Mumbai,Mundra,Colombo,Antwerp,4,Car,Kia,Sonet,,,,973,15.82,BKG-036660,2025-05-07 11:31,user_a,RL8HS10T7R
Kia Customer,CIN9Y4TLWF,2025-10-08,2025-07-08,2025-07-08,Nhava Sheva,Terminal-4,Durban,Jakarta,4,Car,Kia,Seltos,,,,,14.43,BKG-286041,2024-10-28 23:52,system,RGUCBFNXRL
Kia Customer,CVMO4D0UTE,2025-09-23,2025-02-01,2025-02-01,Mumbai,Terminal-3,Singapore,Antwerp,3,LCV,Kia,Seltos,4.56,1.62,1.62,,,BKG-804213,2024-09-25 18:55,user_b,RWOUSOXLOP
Kia Customer,CO3U1XMM1B,2024-06-22,2024-06-25,2024-06-25,Chennai,Nhava Sheva,Jakarta,Colombo,4,SUV,Kia,Seltos,,,,1462,,BKG-492767,,system,RKUT7646P9
Kia Customer,CNR6RXEIBB,2025-07-24,,2025-07-24,Nhava Sheva,Chennai,Colombo,Jakarta,3,Car,Kia,Seltos,3.81,1.69,1.69,1281,,BKG-465607,2024-01-16 02:14,system,R4YGE3VJAD
Kia Customer,CJIQPKNS75,,2025-05-18,2025-05-18,Mundra,Chennai,Durban,Terminal-5,2,Car,Kia,Seltos,3.66,1.68,1.68,,,BKG-996440,,user_a,RS0YVZVASI
Kia Customer,CW2N5EOYUN,2025-04-26,,2025-04-26,Chennai,Terminal-1,Jakarta,Terminal-4,4,SUV,Kia,Carens,,,,1669,,BKG-492548,,user_b,R6QPHX3SBQ
Kia Customer,C4IIQKDXGR,2024-09-11,2025-05-01,2025-05-01,Nhava Sheva,Mumbai,Colombo,Jebel Ali,3,SUV,Kia,Seltos,,,,,17.78,BKG-807304,,system,RCHWSPUGWS
Kia Customer,C1BSH3BVUC,2025-05-26,2025-02-11,2025-02-11,Mumbai,Mundra,Jakarta,Singapore,3,LCV,Kia,Carens,,,,1220,,BKG-272083,,user_b,RT6TOEZ1FV
Kia Customer,CZYOQJSNUR,,2024-05-24,2024-05-24,Mumbai,Mumbai,Durban,Terminal-4,4,SUV,Kia,Carens,3.88,1.82,1.82,,,BKG-066511,2024-12-07 22:39,user_b,R6RCSV79FC
Kia Customer,CD7DID96JD,2024-11-15,,2024-11-15,Nhava Sheva,Nhava Sheva,Antwerp,Terminal-2,2,Car,Kia,Sonet,,,,1714,,BKG-935493,,user_b,ROGYNIOLOA
Kia Customer,CA9DNOQ3XW,2024-11-20,,2024-11-20,Nhava Sheva,Nhava Sheva,Durban,Jebel Ali,3,SUV,Kia,Carens,,,,1436,,BKG-192925,,system,RMAAJ80CSB
Kia Customer,CBKXDG1919,2025-04-11,,2025-04-11,Chennai,Mumbai,Jakarta,Durban,1,LCV,Kia,Seltos,4.4,1.77,1.77,,,BKG-863903,2025-08-03 21:47,user_b,RI8OL9ETN0
Kia Customer,C6H5P51EH7,2024-05-23,2025-06-07,2025-06-07,Chennai,Chennai,Colombo,Jakarta,4,SUV,Kia,Carens,,,,1600,,BKG-365060,,system,RI9LE0NCNM
Kia Customer,CJJQR1PFXT,2025-12-09,2024-01-29,2024-01-29,Mumbai,Chennai,Colombo,Colombo,1,SUV,Kia,Carens,4.79,1.76,1.76,1625,,BKG-114246,,system,RFZHFEFPQ5
Kia Customer,CMAJKDPHJA,2025-07-08,2024-10-13,2024-10-13,Nhava Sheva,Mundra,Durban,Colombo,2,SUV,Kia,Sonet,3.62,1.45,1.45,1279,,BKG-256286,,user_b,RNUVLATZQL
Kia Customer,CG2AZ7GKXQ,,2025-03-14,2025-03-14,Mumbai,Mumbai,Antwerp,Terminal-2,3,LCV,Kia,Sonet,,,,1659,14.52,BKG-294398,,system,RLPEB94SAR
Kia Customer,C2JFWYRCBF,2024-01-05,2025-10-24,2025-10-24,Chennai,Mumbai,Durban,Singapore,2,Car,Kia,Carens,4.27,1.9,1.9,,,BKG-457885,,user_a,R2Y0JHPBGG
Kia Customer,CR2BNLKAS9,2025-06-30,,2025-06-30,Mundra,Terminal-1,Singapore,Singapore,3,Car,Kia,Seltos,,,,,15.79,BKG-718430,,user_b,RKKD2D96IK
Kia Customer,CSSH1Z97YT,,2025-08-12,2025-08-12,Nhava Sheva,Chennai,Antwerp,Terminal-5,3,LCV,Kia,Sonet,3.87,1.57,1.57,,,BKG-687347,,system,RB9VDX0BNH
Kia Customer,CHAMWNTZT9,,,,Nhava Sheva,Terminal-1,Jakarta,Colombo,2,LCV,Kia,Seltos,,,,1234,,BKG-430389,2025-12-14 16:48,user_b,RJZEFZLUEH
Kia Customer,C90ZUCED6I,,,,Chennai,Mumbai,Antwerp,Jakarta,3,SUV,Kia,Seltos,4.13,1.54,1.54,1080,,BKG-957056,,user_b,RXLL9VM5OU
Kia Customer,CB9WBB5BAV,2025-06-30,2025-08-31,2025-08-31,Nhava Sheva,Nhava Sheva,Jakarta,Colombo,2,Car,Kia,Seltos,,,,1751,,BKG-357330,,user_b,RBMM3UXPAE
Kia Customer,CF4TL0KJYZ,2024-11-29,,2024-11-29,Chennai,Chennai,Antwerp,Jebel Ali,3,SUV,Kia,Carens,,,,1804,14.9,BKG-892457,,user_b,RT0AW2059Z
Kia Customer,CQPIZL7TD0,,2025-06-21,2025-06-21,Mumbai,Mundra,Colombo,Antwerp,3,Car,Kia,Seltos,,,,,15.18,BKG-545213,,system,RJXF9V5LDM
Kia Customer,C4W8C3ZB58,,2024-09-17,2024-09-17,Mundra,Terminal-3,Antwerp,Jakarta,3,Car,Kia,Carens,4.7,1.73,1.73,1179,,BKG-842968,,user_b,R92YQO0RZ4
Kia Customer,CA7MUDENCR,,2025-08-30,2025-08-30,Chennai,Nhava Sheva,Durban,Antwerp,4,LCV,Kia,Sonet,,,,1392,8.17,BKG-585947,,system,R4VIGPD98G
Kia Customer,C27375C98T,2024-12-09,,2024-12-09,Chennai,Chennai,Jebel Ali,Antwerp,1,Car,Kia,Carens,,,,1317,8.81,BKG-186088,,system,R2D792HECO
Kia Customer,C1J74IKFM3,,2025-12-03,2025-12-03,Nhava Sheva,Mumbai,Singapore,Jebel Ali,4,SUV,Kia,Seltos,,,,1263,,BKG-167210,,user_a,RAS5DZ63MJ
Kia Customer,C8YK4CUC6J,2025-07-13,,2025-07-13,Mundra,Terminal-4,Jakarta,Terminal-4,2,SUV,Kia,Seltos,,,,,,BKG-241470,,user_b,R8YE9PN93Z
Kia Customer,CI8D9L9XG2,,2024-07-01,2024-07-01,Mundra,Terminal-5,Singapore,Colombo,2,Car,Kia,Seltos,,,,,19.93,BKG-039648,,user_b,RB3PJB8ZE1
Kia Customer,CBYJB3G7LM,2025-09-19,,2025-09-19,Nhava Sheva,Nhava Sheva,Colombo,Colombo,1,Car,Kia,Seltos,,,,,,BKG-552614,,user_b,R60AMHLTT7
Kia Customer,C8TDP1FXKY,2024-12-26,,2024-12-26,Mundra,Nhava Sheva,Jakarta,Terminal-1,1,SUV,Kia,Carens,4.59,1.63,1.63,1716,,BKG-056461,2024-06-16 06:41,user_b,RJUKQ22TS2
Kia Customer,CNF0DEZRH2,,2024-04-30,2024-04-30,Mumbai,Chennai,Singapore,Durban,3,LCV,Kia,Carens,4.69,1.55,1.55,1164,,BKG-391732,,user_a,R024P4AOQW
Kia Customer,C0JUFZM8HE,2025-09-18,,2025-09-18,Mumbai,Nhava Sheva,Jebel Ali,Terminal-5,1,LCV,Kia,Carens,,,,,,BKG-829346,,user_a,RABSMYJE8M
Kia Customer,CISE6JN59C,,2024-06-30,2024-06-30,Mundra,Mumbai,Jakarta,Singapore,3,SUV,Kia,Sonet,,,,1331,13.63,BKG-722330,2024-05-25 04:04,user_b,RDC885ITSZ
Kia Customer,CP36Y5HTTN,2025-03-12,2025-02-21,2025-02-21,Nhava Sheva,Mundra,Jakarta,Colombo,4,SUV,Kia,Carens,4.48,1.76,1.76,,,BKG-262616,,user_b,REDN6BFHYH
Kia Customer,CDSGC06L8Z,,2024-08-03,2024-08-03,Chennai,Terminal-3,Antwerp,Terminal-2,1,SUV,Kia,Carens,3.83,1.64,1.64,1572,,BKG-897975,,user_a,RAN7KNMSHO
Kia Customer,C0Z5STDOY7,2025-06-28,2025-10-11,2025-10-11,Chennai,Mundra,Antwerp,Durban,3,Car,Kia,Carens,3.72,1.54,1.54,,,BKG-674987,,user_b,RQQF6Z6B95
Kia Customer,CRU4BJNDMV,2024-08-20,2025-09-08,2025-09-08,Mundra,Chennai,Antwerp,Colombo,3,LCV,Kia,Sonet,,,,1906,15.45,BKG-013926,,user_a,R314CZOVFV
Kia Customer,C4YI2Y7L1V,2025-12-16,,2025-12-16,Mundra,Terminal-5,Jebel Ali,Colombo,4,SUV,Kia,Sonet,4.37,1.6,1.6,1577,,BKG-482424,,user_a,RU3HPNIC9E
Kia Customer,CPRRFOI0HL,,2025-05-21,2025-05-21,Mumbai,Terminal-1,Jebel Ali,Terminal-5,2,LCV,Kia,Seltos,,,,,,BKG-126000,,system,RX3QZDLRP9
Kia Customer,CCJ2TJ20SA,2024-02-27,2024-07-09,2024-07-09,Nhava Sheva,Mumbai,Colombo,Colombo,3,SUV,Kia,Carens,,,,,,BKG-216126,,system,RN5W3XOPW7
Kia Customer,CPA57I3K0M,,,,Nhava Sheva,Terminal-1,Singapore,Singapore,1,LCV,Kia,Carens,3.76,1.47,1.47,1237,,BKG-259385,,user_a,RA7QHYXT66
Kia Customer,CLM6WG6A1A,2024-09-27,2024-10-20,2024-10-20,Chennai,Mundra,Jebel Ali,Terminal-1,1,LCV,Kia,Sonet,,,,1122,,BKG-655447,2024-10-01 13:20,system,RAFGGETOA2
Kia Customer,CFFKEC1OCH,,,,Mumbai,Chennai,Singapore,Jakarta,2,LCV,Kia,Seltos,,,,1357,,BKG-161193,,system,RVUCSDSH76
Kia Customer,C3JERZ5967,2024-12-19,2025-11-08,2025-11-08,Nhava Sheva,Chennai,Jebel Ali,Durban,4,Car,Kia,Sonet,,,,,19.24,BKG-045865,,user_a,R4FB69BX32
Kia Customer,CUPRD00QII,,,,Chennai,Mundra,Singapore,Jebel Ali,3,LCV,Kia,Sonet,4.18,1.62,1.62,1681,,BKG-047647,,user_a,R75E06QWFT
Kia Customer,CI9FC4Y7CQ,2025-04-05,,2025-04-05,Mundra,Chennai,Colombo,Terminal-4,2,SUV,Kia,Carens,,,,1830,15.88,BKG-184326,,user_b,RREOWS4ZBA
Kia Customer,CHK6R92Z2A,2024-01-02,2024-01-10,2024-01-10,Chennai,Mundra,Jebel Ali,Terminal-1,2,SUV,Kia,Carens,,,,1448,,BKG-219421,,user_b,RB1TS46T1T
Kia Customer,CSWFS5ZUTH,,,,Mumbai,Mumbai,Durban,Terminal-4,4,Car,Kia,Sonet,4.98,1.47,1.47,,,BKG-975859,,user_a,RBXZ8043JJ
Kia Customer,C2GMQADSBR,,2024-06-19,2024-06-19,Mundra,Nhava Sheva,Jebel Ali,Antwerp,4,Car,Kia,Sonet,,,,986,12.21,BKG-493139,,system,RCEJK0N5TP
Kia Customer,C787L6K1CN,2024-07-12,,2024-07-12,Chennai,Mumbai,Singapore,Durban,4,Car,Kia,Carens,4.16,1.63,1.63,1942,,BKG-429765,,system,ROAI3A7TC2
Kia Customer,CJVR0HGL0D,2024-07-27,2025-05-03,2025-05-03,Chennai,Mumbai,Jebel Ali,Colombo,3,LCV,Kia,Carens,4.55,1.89,1.89,,,BKG-236397,,user_a,RSRVGKPYY7
Kia Customer,CJ5YNHP95G,,2025-08-14,2025-08-14,Nhava Sheva,Terminal-2,Antwerp,Jebel Ali,2,Car,Kia,Carens,,,,1702,12.9,BKG-557561,,system,R76H282EPC
Kia Customer,CGP215KRGT,2024-04-14,2025-09-14,2025-09-14,Mundra,Chennai,Durban,Singapore,2,Car,Kia,Seltos,,,,,,BKG-020955,,user_a,RRWXP2QHGD
Kia Customer,CT2TKXZ0RW,2025-03-01,,2025-03-01,Mumbai,Terminal-1,Singapore,Colombo,3,LCV,Kia,Carens,3.58,1.84,1.84,,,BKG-737392,,user_b,RKYW64YB5B
Kia Customer,CR0ZB6MIZE,,,,Chennai,Terminal-2,Antwerp,Terminal-5,3,SUV,Kia,Sonet,3.76,1.81,1.81,,,BKG-620553,,user_a,RFWPRGAP6O
Kia Customer,CQEW0RJAOK,2024-02-09,2025-04-15,2025-04-15,Mundra,Nhava Sheva,Jakarta,Antwerp,1,LCV,Kia,Seltos,4.1,1.78,1.78,1026,,BKG-336355,2025-10-16 08:36,system,RT4ZBE4IMC
Kia Customer,C0MJ8RX2JM,,2024-09-05,2024-09-05,Mumbai,Nhava Sheva,Jebel Ali,Singapore,4,Car,Kia,Carens,,,,,,BKG-806239,2024-09-13 14:43,system,R1PBTVR9SL
Kia Customer,CWLDT1SQXZ,,2025-10-12,2025-10-12,Chennai,Chennai,Jakarta,Terminal-3,3,SUV,Kia,Seltos,4.22,1.66,1.66,1872,,BKG-489435,,user_b,RMZYL25K7I
Kia Customer,C0LNRBDX39,,,,Chennai,Chennai,Singapore,Singapore,1,SUV,Kia,Seltos,,,,,,BKG-195052,2024-04-14 13:46,user_b,R7B9OL25IM
Kia Customer,CLUF28GA7O,2025-01-01,2024-10-19,2024-10-19,Nhava Sheva,Mumbai,Colombo,Colombo,1,Car,Kia,Carens,4.59,1.73,1.73,,,BKG-508900,,user_a,RODUSSOJY7
Kia Customer,CA5VK1M1F3,,2025-02-27,2025-02-27,Mumbai,Terminal-3,Jebel Ali,Durban,2,SUV,Kia,Sonet,,,,2012,,BKG-058793,2025-09-12 06:13,system,R3B15BP16L
Kia Customer,C17DEHELYJ,,2025-04-11,2025-04-11,Nhava Sheva,Nhava Sheva,Colombo,Jebel Ali,1,LCV,Kia,Carens,3.94,1.59,1.59,1998,,BKG-232357,,system,RVQ5GXQOFS
Kia Customer,CCV23JYZML,2024-01-18,2024-03-10,2024-03-10,Mundra,Mumbai,Durban,Jebel Ali,4,SUV,Kia,Seltos,,,,1728,,BKG-270762,2025-11-25 21:37,user_a,RL1CEXHTRW
Kia Customer,CF72AKTVMC,,,,Mumbai,Nhava Sheva,Antwerp,Singapore,3,LCV,Kia,Seltos,,,,1779,,BKG-473110,,user_a,RKDDM5RVFH
Kia Customer,CRZMS1208W,,2025-06-12,2025-06-12,Mundra,Mundra,Antwerp,Durban,3,SUV,Kia,Carens,,,,1853,,BKG-405664,2024-09-11 05:23,system,RTQ0HIZO25
Kia Customer,CJ8JR78ICV,,,,Mundra,Terminal-1,Singapore,Colombo,1,Car,Kia,Seltos,4.68,1.51,1.51,,,BKG-510960,,system,RB1VBU6IJX
Kia Customer,CSKFGQOMMY,2025-02-05,2025-01-17,2025-01-17,Mundra,Terminal-5,Jebel Ali,Jebel Ali,1,Car,Kia,Sonet,3.58,1.64,1.64,1727,,BKG-613783,2024-07-10 05:05,user_a,RC8MG29VQY
Kia Customer,CBVSZHFICR,2024-05-03,2024-06-30,2024-06-30,Mundra,Mundra,Colombo,Jakarta,4,SUV,Kia,Sonet,4.6,1.73,1.73,1834,,BKG-628749,,user_a,R5PM7WN8W9
Kia Customer,C77YY5L57S,,,,Chennai,Mundra,Colombo,Singapore,4,SUV,Kia,Carens,4.33,1.72,1.72,2006,,BKG-030793,,user_a,R73WES2VND
Kia Customer,C05SXMOXJC,,2024-01-09,2024-01-09,Mumbai,Nhava Sheva,Durban,Jebel Ali,4,SUV,Kia,Seltos,3.54,1.77,1.77,1258,,BKG-632788,,user_b,R3KQUAEIRD
Kia Customer,C33HKW1WLZ,,,,Chennai,Mumbai,Durban,Singapore,3,SUV,Kia,Seltos,,,,,19.4,BKG-287538,,user_b,RCTT4MYKKW
Kia Customer,C8URJDM4AM,,,,Mumbai,Terminal-4,Antwerp,Antwerp,4,LCV,Kia,Seltos,,,,1204,19.67,BKG-151510,,user_b,RKX2323PTJ
Kia Customer,CYETB15EGV,,2025-05-10,2025-05-10,Mundra,Terminal-3,Durban,Terminal-1,4,SUV,Kia,Sonet,4.28,1.55,1.55,,,BKG-460889,2025-03-01 06:46,user_a,RH0DYSGP0M
Kia Customer,C4ELSS84X0,2024-09-21,,2024-09-21,Chennai,Chennai,Antwerp,Jakarta,2,Car,Kia,Carens,,,,1842,17.74,BKG-446602,2024-04-23 07:59,system,RM55Z0FGCY
Kia Customer,CE7BI3RHK7,2024-08-07,2025-11-08,2025-11-08,Chennai,Terminal-1,Jebel Ali,Jakarta,4,Car,Kia,Sonet,,,,,,BKG-544274,,user_b,RWKCUT54EH
Kia Customer,CVRG4U5FHS,,2025-12-13,2025-12-13,Nhava Sheva,Mumbai,Colombo,Colombo,3,Car,Kia,Seltos,,,,1645,,BKG-786021,,user_b,R2Q1YJUCYY
Kia Customer,C6Q2MHI7O3,2025-10-26,2024-10-07,2024-10-07,Chennai,Chennai,Singapore,Jebel Ali,3,Car,Kia,Carens,3.91,1.58,1.58,1271,,BKG-351920,,user_a,ROMPO0N1DJ
Kia Customer,CFY4DKV781,2024-07-28,2025-06-05,2025-06-05,Chennai,Chennai,Jebel Ali,Colombo,1,LCV,Kia,Carens,3.95,1.59,1.59,2190,,BKG-364682,,user_b,R7HACDDWJE
Kia Customer,CUYJ3MJUU4,2024-08-21,,2024-08-21,Mundra,Mumbai,Durban,Terminal-3,2,SUV,Kia,Carens,4.25,1.44,1.44,1116,,BKG-018320,2024-06-19 16:43,user_b,RU1HQUBIQJ
Kia Customer,CTMYU08QG1,2024-05-03,,2024-05-03,Chennai,Mundra,Durban,Singapore,4,SUV,Kia,Seltos,4.97,1.56,1.56,1267,,BKG-409773,,system,RLY3NFXF4U
Kia Customer,CCIUBVX1BO,2024-10-16,2024-03-18,2024-03-18,Nhava Sheva,Mumbai,Jebel Ali,Singapore,2,SUV,Kia,Seltos,4.23,1.73,1.73,1578,,BKG-029584,,system,R6P4SRNKRB
Kia Customer,C5WOBPPM7O,,,,Nhava Sheva,Chennai,Jebel Ali,Colombo,3,Car,Kia,Carens,4.12,1.69,1.69,,,BKG-606985,2025-01-22 23:01,user_b,R7YOENPX99
Kia Customer,CTTQ82YB4M,2025-03-19,,2025-03-19,Mundra,Chennai,Colombo,Durban,2,SUV,Kia,Sonet,4.17,1.74,1.74,1825,,BKG-176191,,system,RHCK1DIV8U
Kia Customer,CIMQZ300WZ,2024-04-04,,2024-04-04,Mundra,Chennai,Singapore,Singapore,2,LCV,Kia,Seltos,,,,2020,14.45,BKG-102473,,user_b,RATL77ZVC8
Kia Customer,C41UDTYZHI,2025-09-30,2024-09-02,2024-09-02,Chennai,Terminal-4,Jakarta,Terminal-4,1,SUV,Kia,Carens,,,,1742,9.61,BKG-704468,,system,R6ZTSXAZVK
Kia Customer,C0U6MY9HXB,2025-09-27,,2025-09-27,Mumbai,Terminal-4,Jebel Ali,Singapore,2,LCV,Kia,Sonet,,,,,,BKG-889494,2024-02-05 02:39,user_a,RESTL7JMRE
Kia Customer,CVSXCVN6VD,,2024-06-08,2024-06-08,Mundra,Nhava Sheva,Colombo,Colombo,2,Car,Kia,Seltos,3.64,1.57,1.57,1973,,BKG-990718,2024-02-17 10:38,system,RD71PUKCT2
Kia Customer,CTZUP0AGVN,,2025-03-13,2025-03-13,Mumbai,Terminal-3,Durban,Antwerp,2,SUV,Kia,Carens,,,,1179,,BKG-962304,,system,RLF2SABVOA
